mean_Ijoint,sem_Ijoint,mean_u1_Corr,sem_u1_Corr,mean_u2_Corr,sem_u2_Corr,mean_red_Corr,sem_red_Corr,mean_syn_Corr,sem_syn_Corr,mean_Ijoint_gpid,sem_Ijoint_gpid,mean_u1_gpid,sem_u1_gpid,mean_u2_gpid,sem_u2_gpid,mean_red_gpid,sem_red_gpid,mean_syn_gpid,sem_syn_gpid
0.014551790379759877,0.00016030129508717495,0.005697098372331748,0.00011034707693417953,0.005240045175399903,0.00010400091612384174,0.0018435243394419726,2.529588092971744e-05,0.0017711224925862517,2.2613832956095637e-05,0.015016837922313815,0.00015962329596000543,0.006170503732373768,0.00011018660049584354,0.005706160482096911,0.00010375701406195442,0.0016045139613347303,2.4370885643673316e-05,0.001535659746508408,2.1608164569195016e-05
