mean_Ijoint,sem_Ijoint,mean_u1_Corr,sem_u1_Corr,mean_u2_Corr,sem_u2_Corr,mean_red_Corr,sem_red_Corr,mean_syn_Corr,sem_syn_Corr,mean_Ijoint_gpid,sem_Ijoint_gpid,mean_u1_gpid,sem_u1_gpid,mean_u2_gpid,sem_u2_gpid,mean_red_gpid,sem_red_gpid,mean_syn_gpid,sem_syn_gpid
0.18330813631314,0.0013068119194387265,0.035901287368377076,0.0009021317338207491,0.021357158892070637,0.0006008873884383112,0.07360926138652565,0.0005685085848805316,0.05244042866616661,0.0004080781626823609,0.18343324622296572,0.0013067983311238064,0.03952909214761796,0.0009038602619621788,0.0249641844570764,0.000602163575543527,0.07004711939722001,0.0005598174962799399,0.048892850221051345,0.00040037326961467134
